average_line_count,average_param_count,average_var_count,class_implements_last_name,class_last_name,class_last_name_is_different,class_name,implements,implements_name,method_count,project_name,total_line_count,total_param_count,total_var_count,pattern
7.0,5.5,5.5,factory,factory,True,ExternalEditorInputFactory,True,Factory,6,cdt,3.367295829986474,3.1354942159291497,3.1354942159291497,5
1.5,1.0,1.0,,proxy,True,SignalsViewModelProxy,False,,4,cdt,1.3862943611198906,1.0986122886681098,1.0986122886681098,10
1.824561403508772,1.8421052631578947,1.8421052631578947,listener,adapter,True,DocumentAdapter,True,Listener,68,cdt,4.653960350157523,4.663439094112067,4.663439094112067,1
0.0,1.0,1.0,,visitor,True,ICPPASTVisitor,,,6,cdt,0.0,1.9459101490553132,1.9459101490553132,12
2.4,1.7,1.7,container,container,True,CDataProxyContainer,True,Container,22,cdt,3.2188758248682006,2.8903717578961645,2.8903717578961645,10
3.0,5.571428571428571,5.571428571428571,,strategy,True,ExpressionVMProviderModelProxyStrategy,False,,9,cdt,3.091042453358316,3.6888794541139363,3.6888794541139363,10
5.0,4.0,4.0,builder,builder,True,AsmModelBuilder,True,Builder,18,cdt,4.454347296253507,4.23410650459726,4.23410650459726,2
1.5,1.0,1.0,,proxy,True,ModulesViewModelProxy,False,,4,cdt,1.3862943611198906,1.0986122886681098,1.0986122886681098,10
1.1666666666666667,2.6666666666666665,2.6666666666666665,builder,builder,True,CodanBuilder,True,Builder,7,cdt,2.0794415416798357,2.833213344056216,2.833213344056216,2
2.761904761904762,2.619047619047619,2.619047619047619,,adapter,True,ProjectIndexerInputAdapter,False,,37,cdt,4.07753744390572,4.02535169073515,4.02535169073515,1
3.227272727272727,3.863636363636364,3.863636363636364,,builder,True,CElementDeltaBuilder,False,,28,cdt,4.276666119016055,4.454347296253507,4.454347296253507,2
0.0,1.4285714285714286,1.4285714285714286,,adapter,True,IListAdapter,,,7,cdt,0.0,2.3978952727983707,2.3978952727983707,1
0.0,1.0,1.0,,adapter,True,LocationAdapter,False,,10,cdt,0.0,2.1972245773362196,2.1972245773362196,1
0.0,1.0,1.0,,adapter,True,LocationAdapter,False,,10,cdt,0.0,2.1972245773362196,2.1972245773362196,1
2.6,0.8,0.8,summary,summary,True,FunctionPrototypeSummary,True,Summary,5,cdt,2.6390573296152584,1.6094379124341003,1.6094379124341003,9
4.409090909090909,5.318181818181818,5.318181818181818,,visitor,True,CVisitor,False,,86,cdt,5.272999558563747,5.459585514144159,5.459585514144159,12
1.6923076923076923,1.5384615384615383,1.5384615384615383,,visitor,True,ASTCommenterVisitor,False,,26,cdt,3.8066624897703196,3.713572066704308,3.713572066704308,12
3.0,8.0,8.0,proxy,strategy,True,BreakpointVMModelProxyStrategy,True,Proxy,1,cdt,1.3862943611198906,2.1972245773362196,2.1972245773362196,10
1.0,0.25,0.25,policy,decorator,True,UpdatePolicyDecorator,True,Policy,9,cdt,1.6094379124341003,0.6931471805599453,0.6931471805599453,3
1.75,1.75,1.75,listener,adapter,True,WorkbenchRunnableAdapter,True,Listener,6,cdt,2.0794415416798357,2.0794415416798357,2.0794415416798357,1
4.142857142857143,4.285714285714286,4.285714285714286,,adapter,True,TextViewerDragAdapter,False,,7,cdt,3.4011973816621555,3.4339872044851463,3.4339872044851463,1
1.375,1.875,1.875,cache,cache,True,CfgProxyCache,True,Cache,14,cdt,2.4849066497880004,2.772588722239781,2.772588722239781,10
3.6666666666666665,5.833333333333333,5.833333333333333,,builder,True,AutotoolsConfigurationBuilder,False,,8,cdt,3.1354942159291497,3.58351893845611,3.58351893845611,2
2.0,2.333333333333333,2.333333333333333,,visitor,True,ReferenceVisitor,False,,4,cdt,1.9459101490553132,2.0794415416798357,2.0794415416798357,12
2.0,2.5,2.5,,adapter,True,PDOMASTAdapter,False,,4,cdt,1.6094379124341003,1.791759469228055,1.791759469228055,1
3.0,4.0,4.0,,adapter,True,CDTViewerDragAdapter,False,,1,cdt,1.3862943611198906,1.6094379124341003,1.6094379124341003,1
1.9,1.0,1.0,,proxy,True,CEditorTextHoverProxy,False,,17,cdt,2.995732273553991,2.3978952727983707,2.3978952727983707,10
0.0,1.0,1.0,,visitor,True,IModelVisitor,,,6,cdt,0.0,1.9459101490553132,1.9459101490553132,12
0.4,2.4,2.4,decorator,decorator,True,ExcludedFileDecorator,True,Decorator,5,cdt,1.0986122886681098,2.5649493574615367,2.5649493574615367,3
1.5,0.625,0.625,,proxy,True,IncludeReferenceProxy,False,,13,cdt,2.5649493574615367,1.791759469228055,1.791759469228055,10
0.8,2.0,2.0,decorator,decorator,True,IncludeFolderDecorator,True,Decorator,5,cdt,1.6094379124341003,2.3978952727983707,2.3978952727983707,3
2.0,1.6666666666666667,1.6666666666666667,adapter,adapter,True,DeferredCWorkbenchAdapter,True,Adapter,5,cdt,1.9459101490553132,1.791759469228055,1.791759469228055,1
2.909090909090909,2.8181818181818183,2.8181818181818183,listener,adapter,True,DelegatingDropAdapter,True,Listener,15,cdt,3.4965075614664802,3.4657359027997265,3.4657359027997265,1
0.0,1.0,1.0,,visitor,True,ICElementVisitor,,,1,cdt,0.0,0.6931471805599453,0.6931471805599453,12
2.4285714285714284,0.8571428571428571,0.8571428571428571,object,adapter,True,BinaryObjectAdapter,True,Object,20,cdt,3.5553480614894135,2.5649493574615367,2.5649493574615367,1
1.0,2.0,2.0,decorator,decorator,True,CElementDecorator,True,Decorator,4,cdt,1.6094379124341003,2.1972245773362196,2.1972245773362196,3
1.0,2.0,2.0,decorator,decorator,True,CElementDecorator,True,Decorator,4,cdt,1.6094379124341003,2.1972245773362196,2.1972245773362196,3
2.75,2.75,2.75,,adapter,True,BookmarkAdapter,False,,4,Mobile-Tour-Guide,2.4849066497880004,2.4849066497880004,2.4849066497880004,1
3.333333333333333,9.666666666666666,9.666666666666666,deserializer,adapter,True,ProtoTypeAdapter,True,Deserializer,5,gson,2.3978952727983707,3.4011973816621555,3.4011973816621555,1
6.0,3.5,3.5,,observer,True,ImageTableObserver,False,,2,milton,2.5649493574615367,2.0794415416798357,2.0794415416798357,8
0.0,2.0,2.0,,factory,True,ResourceFactory,,,1,milton,0.0,1.0986122886681098,1.0986122886681098,5
1.75,2.25,2.25,factory,factory,True,HrResourceFactoryFactory,True,Factory,8,milton,2.0794415416798357,2.302585092994046,2.302585092994046,0
0.0,0.0,0.0,,factory,True,ResourceFactoryFactory,,,7,milton,0.0,0.0,0.0,0
4.0,5.0,5.0,factory,factory,True,HrResourceFactory,True,Factory,3,milton,2.5649493574615367,2.772588722239781,2.772588722239781,5
1.3333333333333333,0.6666666666666666,0.6666666666666666,factory,factory,True,SpringResourceFactoryFactory,True,Factory,7,milton,1.6094379124341003,1.0986122886681098,1.0986122886681098,0
0.0,0.0,0.0,,singleton,False,Singleton,False,,2,XobotOS,0.0,0.0,0.0,11
2.2,2.2666666666666666,2.2666666666666666,memento,memento,True,UdigMemento,True,Memento,37,udig-platform,4.204692619390966,4.23410650459726,4.23410650459726,6
1.1111111111111112,0.4444444444444444,0.4444444444444444,,facade,True,RunFacade,False,,12,faban,2.3978952727983707,1.6094379124341003,1.6094379124341003,4
0.0,1.0,1.0,,factory,True,SocketFactory,False,,1,faban,0.0,0.6931471805599453,0.6931471805599453,5
2.833333333333333,4.0,4.0,factory,factory,True,AboveTimedSSLSocketFactory,True,Factory,6,faban,2.8903717578961645,3.2188758248682006,3.2188758248682006,5
1.9,2.2,2.2,,observer,True,EventObserver,False,,10,arquillian-extension-persistence,2.995732273553991,3.1354942159291497,3.1354942159291497,8
1.0,1.25,1.25,resource,prototype,True,ExternalTextResourcePrototype,True,Resource,6,OneSwarm,1.6094379124341003,1.791759469228055,1.791759469228055,9
1.0,1.25,1.25,resource,prototype,True,ExternalTextResourcePrototype,True,Resource,6,OneSwarm,1.6094379124341003,1.791759469228055,1.791759469228055,9
0.0,0.0,0.0,,prototype,True,ResourcePrototype,,,1,OneSwarm,0.0,0.0,0.0,9
0.0,0.0,0.0,,prototype,True,ResourcePrototype,,,1,OneSwarm,0.0,0.0,0.0,9
1.3,0.3,0.3,resource,prototype,True,ImageResourcePrototype,True,Resource,10,OneSwarm,2.6390573296152584,1.3862943611198906,1.3862943611198906,9
1.3,0.3,0.3,resource,prototype,True,ImageResourcePrototype,True,Resource,10,OneSwarm,2.6390573296152584,1.3862943611198906,1.3862943611198906,9
0.0,1.0,1.0,,observer,True,DHTRouterObserver,,,6,OneSwarm,0.0,1.9459101490553132,1.9459101490553132,8
0.0,1.0,1.0,,observer,False,Observer,,,1,jge3d,0.0,0.6931471805599453,0.6931471805599453,8
6.333333333333333,6.0,6.0,,decorator,True,DataDecorator,False,,3,molgenis_apps,2.995732273553991,2.9444389791664403,2.9444389791664403,3
6.333333333333333,6.0,6.0,,decorator,True,DataDecorator,False,,3,molgenis_apps,2.995732273553991,2.9444389791664403,2.9444389791664403,3
2.5,3.0,3.0,,decorator,True,TaskDecorator,False,,6,molgenis_apps,2.772588722239781,2.9444389791664403,2.9444389791664403,3
3.25,4.5,4.5,,decorator,True,MolgenisUserDecorator,False,,4,molgenis_apps,2.6390573296152584,2.9444389791664403,2.9444389791664403,3
6.5,9.75,9.75,,decorator,True,MolgenisFileDecorator,False,,8,molgenis_apps,3.970291913552122,4.3694478524670215,4.3694478524670215,3
6.5,9.75,9.75,,decorator,True,MolgenisFileDecorator,False,,8,molgenis_apps,3.970291913552122,4.3694478524670215,4.3694478524670215,3
6.5,9.75,9.75,,decorator,True,MolgenisFileDecorator,False,,8,molgenis_apps,3.970291913552122,4.3694478524670215,4.3694478524670215,3
3.0,3.0,3.0,,decorator,True,IdentifiableDecorator,False,,2,molgenis_apps,1.9459101490553132,1.9459101490553132,1.9459101490553132,3
1.0,0.9615384615384616,0.9615384615384616,table,decorator,True,EditableTableDecorator,True,Table,27,molgenis_apps,3.295836866004329,3.258096538021482,3.258096538021482,3
5.0,6.0,6.0,,decorator,True,BiobankDecorator,False,,3,molgenis_apps,2.772588722239781,2.9444389791664403,2.9444389791664403,3
2.333333333333333,2.333333333333333,2.333333333333333,,decorator,True,AuthorizableDecorator,False,,3,molgenis_apps,2.0794415416798357,2.0794415416798357,2.0794415416798357,3
1.6666666666666667,2.0,2.0,,decorator,True,LibraryLaneDecorator,False,,3,molgenis_apps,1.791759469228055,1.9459101490553132,1.9459101490553132,3
2.25,2.25,2.25,,decorator,True,FlowcellDecorator,False,,4,molgenis_apps,2.302585092994046,2.302585092994046,2.302585092994046,3
2.6666666666666665,2.333333333333333,2.333333333333333,,decorator,True,DBIndexUpdateDecorator,False,,3,molgenis_apps,2.1972245773362196,2.0794415416798357,2.0794415416798357,3
2.5,2.5,2.5,,decorator,True,NameableDecorator,False,,4,molgenis_apps,2.3978952727983707,2.3978952727983707,2.3978952727983707,3
2.5,2.5,2.5,,decorator,True,NameableDecorator,False,,4,molgenis_apps,2.3978952727983707,2.3978952727983707,2.3978952727983707,3
2.5,2.5,2.5,,decorator,True,NameableDecorator,False,,4,molgenis_apps,2.3978952727983707,2.3978952727983707,2.3978952727983707,3
4.0,3.6666666666666665,3.6666666666666665,,decorator,True,MeasurementDecorator,False,,6,molgenis_apps,3.2188758248682006,3.1354942159291497,3.1354942159291497,3
4.0,3.6666666666666665,3.6666666666666665,,decorator,True,MeasurementDecorator,False,,6,molgenis_apps,3.2188758248682006,3.1354942159291497,3.1354942159291497,3
4.0,3.6666666666666665,3.6666666666666665,,decorator,True,MeasurementDecorator,False,,6,molgenis_apps,3.2188758248682006,3.1354942159291497,3.1354942159291497,3
4.0,3.6666666666666665,3.6666666666666665,,decorator,True,MeasurementDecorator,False,,6,molgenis_apps,3.2188758248682006,3.1354942159291497,3.1354942159291497,3
0.0,1.0555555555555556,1.0555555555555556,,memento,True,IMemento,,,22,rap,0.0,2.995732273553991,2.995732273553991,6
2.25,1.25,1.25,manager,manager,True,MementoStateManager,True,Manager,7,rap,2.302585092994046,1.791759469228055,1.791759469228055,6
2.25,1.25,1.25,manager,manager,True,MementoStateManager,True,Manager,7,rap,2.302585092994046,1.791759469228055,1.791759469228055,6
1.2,1.3,1.3,memento,memento,True,ConfigurationElementMemento,True,Memento,24,rap,3.2188758248682006,3.295836866004329,3.295836866004329,6
1.2,1.3,1.3,memento,memento,True,ConfigurationElementMemento,True,Memento,24,rap,3.2188758248682006,3.295836866004329,3.295836866004329,6
3.2,3.4,3.4,memento,memento,True,XMLMemento,True,Memento,33,rap,4.394449154672439,4.454347296253507,4.454347296253507,6
3.2,3.4,3.4,memento,memento,True,XMLMemento,True,Memento,33,rap,4.394449154672439,4.454347296253507,4.454347296253507,6
1.0,3.0,3.0,factory,factory,True,BaseSampleBeanFactory,True,Factory,1,dozer,0.6931471805599453,1.3862943611198906,1.3862943611198906,5
3.857142857142857,4.285714285714286,4.285714285714286,,builder,True,ClassMapBuilder,False,,8,dozer,3.332204510175204,3.4339872044851463,3.4339872044851463,2
1.0,2.5,2.5,,factory,True,CacheKeyFactory,False,,2,dozer,1.0986122886681098,1.791759469228055,1.791759469228055,5
8.0,4.0,4.0,factory,factory,True,UserBeanFactory,True,Factory,1,dozer,2.1972245773362196,1.6094379124341003,1.6094379124341003,5
12.0,10.0,10.0,factory,factory,True,JAXBBeanFactory,True,Factory,1,dozer,2.5649493574615367,2.3978952727983707,2.3978952727983707,5
1.0,5.0,5.0,,factory,True,SampleDefaultBeanFactory,False,,1,dozer,0.6931471805599453,1.791759469228055,1.791759469228055,5
1.5384615384615383,2.230769230769231,2.230769230769231,,builder,True,BeanMappingBuilder,False,,33,dozer,3.044522437723423,3.4011973816621555,3.4011973816621555,2
2.5,3.1666666666666665,3.1666666666666665,,builder,True,TypeMappingBuilder,False,,18,dozer,2.772588722239781,2.995732273553991,2.995732273553991,2
3.0,2.2857142857142856,2.2857142857142856,,builder,True,DozerBuilder,False,,12,dozer,3.091042453358316,2.833213344056216,2.833213344056216,2
1.490909090909091,2.6,2.6,,facade,True,WorkflowFacade,False,,152,jogetworkflow,5.10594547390058,5.659482215759621,5.659482215759621,4
1.8666666666666667,3.1,3.1,,facade,True,FormFacade,False,,49,jogetworkflow,4.04305126783455,4.543294782270004,4.543294782270004,4
3.0,1.0,1.0,,tokenizer,True,MementoTokenizer,False,,2,eclipse.jdt.core,1.9459101490553132,1.0986122886681098,1.0986122886681098,6
1.0,1.6666666666666667,1.6666666666666667,,observable,False,Observable,False,,3,CS230-Software-Project,1.3862943611198906,1.791759469228055,1.791759469228055,8
0.0,2.0,2.0,,observer,False,Observer,,,1,CS230-Software-Project,0.0,1.0986122886681098,1.0986122886681098,8
1.0,1.0,1.0,factory,factory,True,TextPaneViewFactory,True,Factory,1,cayenne,0.6931471805599453,0.6931471805599453,0.6931471805599453,5
0.8,0.2,0.2,factory,factory,True,SingletonFaultFactory,True,Factory,5,cayenne,1.6094379124341003,0.6931471805599453,0.6931471805599453,11
2.857142857142857,1.5714285714285714,1.5714285714285714,factory,factory,True,DefaultWidgetFactory,True,Factory,22,cayenne,3.044522437723423,2.4849066497880004,2.4849066497880004,0
0.0,0.8571428571428571,0.8571428571428571,,factory,True,WidgetFactory,,,22,cayenne,0.0,1.9459101490553132,1.9459101490553132,0
0.0,1.1875,1.1875,,memento,False,Memento,,,16,nuxeo-tycho-osgi,0.0,2.995732273553991,2.995732273553991,6
3.217391304347826,3.5217391304347827,3.5217391304347827,memento,memento,True,XMLMemento,True,Memento,26,nuxeo-tycho-osgi,4.31748811353631,4.406719247264253,4.406719247264253,6
1.5714285714285714,1.1428571428571428,1.1428571428571428,visitor,visitor,True,NumberToLiteralVisitor,True,Visitor,7,pellet,2.4849066497880004,2.1972245773362196,2.1972245773362196,12
4.047872340425532,5.3563829787234045,5.3563829787234045,visitor,visitor,True,PelletVisitor,True,Visitor,197,pellet,6.635946555686647,6.915723448631314,6.915723448631314,12
1.6666666666666667,1.5,1.5,visitor,visitor,True,NumericComparisonVisitor,True,Visitor,6,pellet,2.3978952727983707,2.302585092994046,2.302585092994046,12
1.6666666666666667,1.5,1.5,visitor,visitor,True,NumericComparisonVisitor,True,Visitor,6,pellet,2.3978952727983707,2.302585092994046,2.302585092994046,12
1.6666666666666667,1.5,1.5,visitor,visitor,True,NumericComparisonVisitor,True,Visitor,6,pellet,2.3978952727983707,2.302585092994046,2.302585092994046,12
1.0,1.3333333333333333,1.3333333333333333,visitor,visitor,True,FunctionApplicationVisitor,True,Visitor,6,pellet,1.9459101490553132,2.1972245773362196,2.1972245773362196,12
0.0,1.0,1.0,,visitor,True,ATermVisitor,,,18,pellet,0.0,2.9444389791664403,2.9444389791664403,12
0.0,1.0,1.0,,visitor,True,RuleAtomVisitor,,,7,pellet,0.0,2.0794415416798357,2.0794415416798357,12
0.0,1.0,1.0,,visitor,True,NumericVisitor,,,4,pellet,0.0,1.6094379124341003,1.6094379124341003,12
5.625,6.0,6.0,,builder,True,FSMBuilder,False,,11,pellet,3.828641396489095,3.8918202981106265,3.8918202981106265,2
4.666666666666667,5.0,5.0,,builder,True,GenericTaxonomyBuilder,False,,5,pellet,2.70805020110221,2.772588722239781,2.772588722239781,2
1.625,6.125,6.125,,builder,True,OntBuilder,False,,14,pellet,2.6390573296152584,3.912023005428146,3.912023005428146,2
1.5,2.0,2.0,visitor,visitor,True,ATermBaseVisitor,True,Visitor,2,pellet,1.3862943611198906,1.6094379124341003,1.6094379124341003,12
2.888888888888889,3.7777777777777777,3.7777777777777777,,visitor,True,EntailmentQueryVisitor,False,,9,pellet,3.295836866004329,3.5553480614894135,3.5553480614894135,12
0.0,1.0,1.0,,visitor,True,AtomObjectVisitor,,,4,pellet,0.0,1.6094379124341003,1.6094379124341003,12
0.0,1.0,1.0,visitor,visitor,True,DefaultRuleAtomVisitor,True,Visitor,7,pellet,0.0,2.0794415416798357,2.0794415416798357,12
5.333333333333333,6.666666666666667,6.666666666666667,,builder,True,ELTaxonomyBuilder,False,,5,pellet,2.833213344056216,3.044522437723423,3.044522437723423,2
0.0,1.0,1.0,visitor,visitor,True,DefaultAtomObjectVisitor,True,Visitor,4,pellet,0.0,1.6094379124341003,1.6094379124341003,12
0.0,2.0,2.0,,factory,True,ResourceIteratorFactory,,,2,cucumber-jvm,0.0,1.6094379124341003,1.6094379124341003,5
1.0,2.5,2.5,factory,factory,True,ZipResourceIteratorFactory,True,Factory,2,cucumber-jvm,1.0986122886681098,1.791759469228055,1.791759469228055,5
2.0,3.0,3.0,factory,factory,True,FileResourceIteratorFactory,True,Factory,2,cucumber-jvm,1.6094379124341003,1.9459101490553132,1.9459101490553132,5
0.6,0.8,0.8,factory,factory,True,SingletonFactory,True,Factory,5,cucumber-jvm,1.3862943611198906,1.6094379124341003,1.6094379124341003,11
4.0,3.0,3.0,,proxy,True,AlertAdProxy,False,,1,TapIt-Android-SDK-Source,1.6094379124341003,1.3862943611198906,1.3862943611198906,10
2.090909090909091,2.1818181818181817,2.1818181818181817,,prototype,True,AlertAdProxyPrototype,False,,16,TapIt-Android-SDK-Source,3.1780538303479458,3.2188758248682006,3.2188758248682006,9
2.090909090909091,2.1818181818181817,2.1818181818181817,,prototype,True,AlertAdProxyPrototype,False,,16,TapIt-Android-SDK-Source,3.1780538303479458,3.2188758248682006,3.2188758248682006,10
2.7777777777777777,2.555555555555556,2.555555555555556,,prototype,True,TapitandroidModulePrototype,False,,22,TapIt-Android-SDK-Source,3.9318256327243257,3.8501476017100584,3.8501476017100584,9
2.090909090909091,2.1818181818181817,2.1818181818181817,,prototype,True,InterstitialAdProxyPrototype,False,,16,TapIt-Android-SDK-Source,3.1780538303479458,3.2188758248682006,3.2188758248682006,9
2.090909090909091,2.1818181818181817,2.1818181818181817,,prototype,True,InterstitialAdProxyPrototype,False,,16,TapIt-Android-SDK-Source,3.1780538303479458,3.2188758248682006,3.2188758248682006,10
2.1,1.7,1.7,,prototype,True,BannerViewProxyPrototype,False,,15,TapIt-Android-SDK-Source,3.091042453358316,2.8903717578961645,2.8903717578961645,9
2.1,1.7,1.7,,prototype,True,BannerViewProxyPrototype,False,,15,TapIt-Android-SDK-Source,3.091042453358316,2.8903717578961645,2.8903717578961645,10
1.0,1.125,1.125,,rest,True,AeroportFacadeREST,False,,9,Cours-3eme-ann-e,2.1972245773362196,2.302585092994046,2.302585092994046,4
2.25,1.75,1.75,,facade,True,AbstractFacade,False,,9,Cours-3eme-ann-e,2.9444389791664403,2.70805020110221,2.70805020110221,4
2.7142857142857144,2.571428571428572,2.571428571428572,,rest,True,VolFacadeREST,False,,8,Cours-3eme-ann-e,2.995732273553991,2.9444389791664403,2.9444389791664403,4
1.0,0.9,0.9,,prototype,False,Prototype,False,,12,modapi,2.3978952727983707,2.302585092994046,2.302585092994046,9
1.0,0.9,0.9,,prototype,False,Prototype,False,,12,modapi,2.3978952727983707,2.302585092994046,2.302585092994046,9
1.5,1.0,1.0,prototype,impl,True,ResourcePrototypeImpl,True,Prototype,8,onebusaway-application-modules,2.5649493574615367,2.1972245773362196,2.1972245773362196,9
1.0,2.0,2.0,,observer,True,TransactionExceptionObserver,False,,1,softwaremill-common,0.6931471805599453,1.0986122886681098,1.0986122886681098,8
3.0,2.0,2.0,,factory,True,BasicLTIAdapterFactory,False,,4,basiclti-portlet,1.3862943611198906,1.0986122886681098,1.0986122886681098,5
4.0,2.0,2.0,,adapter,True,WimbaAdapter,False,,1,basiclti-portlet,1.6094379124341003,1.0986122886681098,1.0986122886681098,1
3.0,2.0,2.0,,adapter,True,ChemvantageAdapter,False,,1,basiclti-portlet,1.3862943611198906,1.0986122886681098,1.0986122886681098,1
0.0,1.0,1.0,,adapter,True,IBasicLTIAdapter,,,1,basiclti-portlet,0.0,0.6931471805599453,0.6931471805599453,1
8.0,5.0,5.0,,adapter,True,SakaiAdapter,False,,1,basiclti-portlet,2.1972245773362196,1.791759469228055,1.791759469228055,1
4.0,2.0,2.0,,adapter,True,PeoplesoftAdapter,False,,1,basiclti-portlet,1.6094379124341003,1.0986122886681098,1.0986122886681098,1
3.0,2.0,2.0,,adapter,True,StandardAdapter,False,,1,basiclti-portlet,1.3862943611198906,1.0986122886681098,1.0986122886681098,1
3.5,1.0,1.0,adapter,adapter,True,AbstractAdapter,True,Adapter,2,basiclti-portlet,2.0794415416798357,1.0986122886681098,1.0986122886681098,1
3.0,2.0,2.0,,adapter,True,NoteflightAdapter,False,,1,basiclti-portlet,1.3862943611198906,1.0986122886681098,1.0986122886681098,1
3.0,2.0,2.0,,adapter,True,WikispacesAdapter,False,,1,basiclti-portlet,1.3862943611198906,1.0986122886681098,1.0986122886681098,1
